"","school_name","total","perc_amind","sys_amind","std_amind","perc_asian","sys_asian","std_asian","perc_black","sys_black","std_black","perc_hisp","sys_hisp","std_hisp","perc_white","sys_white","std_white","perc_multiple","sys_multiple","std_multiple"
"1","Boston Collegiate Charter School",681,0.00587371512481645,0.00444336946469189,0.252389506252432,0.0146842878120411,0.0628018931795979,-0.514836907586759,0.261380323054332,0.357252304666475,-0.480011601812282,0.142437591776799,0.412296682226038,-1.41233703413764,0.516886930983847,0.130491255519968,2.78943864121362,0.0587371512481645,0.0297166054131278,1.53484022527628
