"","school_name","perc_lep","sys_lep","std_lep","perc_swd","sys_swd","std_swd"
"1","Boston Collegiate Charter School",0.0352422907488987,0.27415519726259,-1.43666607572074,0.227606461086637,0.25374790673349,-0.0953527268783253
