"","school_name","perc_lep","sys_lep","std_lep","perc_swd","sys_swd","std_swd"
"1","CITY GARDEN MONTESSORI SCHOOL",0,0.0853947958102168,-0.549901915645416,-0.0142348754448399,0.18760063363335,-2.36355748805528
