"","school_name","perc_lep","sys_lep","std_lep","perc_swd","sys_swd","std_swd"
"1","Atlanta Neighborhood Charter - Elementary",0.00947867298578199,0.0299908046098227,-0.347308362646753,0.123222748815166,0.123693630641697,-0.0157008734062894
"2","Atlanta Neighborhood Charter - Middle",0.0167364016736402,0.0299908046098227,-0.224421579677785,0.221757322175732,0.123693630641697,3.26979195156094
