"","school_name","total","perc_amind","sys_amind","std_amind","perc_asian","sys_asian","std_asian","perc_black","sys_black","std_black","perc_hisp","sys_hisp","std_hisp","perc_white","sys_white","std_white","perc_multiple","sys_multiple","std_multiple"
"1","Atlanta Neighborhood Charter - Elementary",422,0,0.00182430014370993,-0.586401240602123,0.004739336492891,0.00705811876234307,-0.161396310419513,0.172985781990521,0.804023260320548,-2.2615068151012,0.0521327014218009,0.0594185648172028,-0.0846074158995898,0.706161137440758,0.110194834540268,2.72368300898144,0.0592417061611374,0.016591756425067,2.19258837097968
"2","Atlanta Neighborhood Charter - Middle",239,0,0.00182430014370993,-0.586401240602123,0.0167364016736402,0.00705811876234307,0.673646324477322,0.305439330543933,0.804023260320548,-1.78682090020025,0.0543933054393305,0.0594185648172028,-0.0583560502184657,0.518828451882845,0.110194834540268,1.86753585737622,0.104602510460251,0.016591756425067,4.52453888018292
